tracking_id	AU-Ma-4C_FPKM	AU-Ma-30C_FPKM	AU-Fe-4C_FPKM	AU-Fe-30C_FPKM	SU-Fe-4C_FPKM	SU-Fe-30C_FPKM	SU-Hem-4C_FPKM	SU-Hem-30C_FPKM
evm.TU.supercontig_128.74	101.702	163.224	118.326	159.456	54.4121	207.478	47.2935	275.115
evm.TU.supercontig_128.8	55.4135	37.497	50.1143	36.7345	78.173	41.5508	59.2004	41.7777
evm.TU.supercontig_128.9	50.7503	67.44	56.901	59.9607	46.8288	59.9576	56.3152	56.467
evm.TU.supercontig_1288.1	11.7062	5.01086	19.058	3.54185	15.9214	2.68806	16.5707	3.3403
evm.TU.supercontig_1288.2	0.442164	0	1.25799	0	0.762252	0	0.331225	0
evm.TU.supercontig_1288.3	0	0	0	0	0	0	0	0
evm.TU.supercontig_1289.1	0	0	0	0	0.540548	0.0591829	0	0.143793
evm.TU.supercontig_129.1	0.35534	0.0971921	0.170639	0.24404	0.656728	0.278842	3.0504	0.383132
evm.TU.supercontig_129.10	0.930674	0.0301525	0.969224	0	0.223151	0	0.479117	0
evm.TU.supercontig_129.11	0.0321496	0	0.0365568	0.0207807	0	0	0	0
evm.TU.supercontig_129.12	0.174155	0	0.372015	0	0.170188	0	0.0950911	0
evm.TU.supercontig_129.13	79.7003	47.631	91.7213	31.7511	86.0159	20.3382	84.0974	20.7054
evm.TU.supercontig_129.14	2078.11	1039.36	3083.18	959.817	3266.9	1030.68	4222.8	864.378
evm.TU.supercontig_129.15	93.4574	85.529	96.2415	80.78	107.513	77.4486	122.949	73.4297
evm.TU.supercontig_129.16	38.5452	133.533	62.386	143.256	130.408	79.9643	84.0043	102.668
evm.TU.supercontig_129.17	0.162338	0.193852	0.0802232	0.26975	0.508316	0.666061	0.0447858	0.442654
evm.TU.supercontig_129.18	19.675	12.5924	24.5435	14.6325	11.4354	10.4647	15.6051	9.26317
evm.TU.supercontig_129.19	0.780266	0.202922	0.741279	0.42957	0.497471	0.594052	1.00298	0.311497
evm.TU.supercontig_129.2	0	0	0.131154	0	0	0	0	0
evm.TU.supercontig_129.20	1.03797	1.35632	1.41462	1.20831	1.95534	1.67648	1.87399	1.54799
evm.TU.supercontig_129.21	49.5799	50.7561	53.8826	54.9243	65.6884	59.7541	68.0185	53.7541
evm.TU.supercontig_129.22	19.5302	13.7647	31.4725	13.3982	17.9062	23.5451	9.04441	21.0733
evm.TU.supercontig_129.23	163.231	147.638	146.761	124.08	122.102	196.906	87.3794	197.106
evm.TU.supercontig_129.24	11.1406	14.1838	8.18893	12.2543	9.82625	11.9691	6.1274	12.1154
evm.TU.supercontig_129.25	29.6399	35.2788	30.0832	36.8254	22.06	47.6219	24.0822	42.5447
evm.TU.supercontig_129.26	41.4336	48.4756	46.3098	53.6439	65.2276	42.0914	50.9978	49.5385
evm.TU.supercontig_129.27	63.3821	51.3924	54.5848	50.3336	68.1432	56.264	68.0744	66.3555
evm.TU.supercontig_129.28	91.8979	47.574	112.09	44.9341	83.2605	48.7494	83.8122	51.4663
evm.TU.supercontig_129.29	82.271	63.0652	106.982	86.6577	40.1308	77.734	72.1749	68.7277
evm.TU.supercontig_129.3	0	0.0831479	0.111671	0	0	0	0	0
evm.TU.supercontig_129.30	51.7058	32.8173	64.4627	39.6353	32.9674	27.0003	37.4635	31.2669
evm.TU.supercontig_129.31	7.99673	26.9573	7.20692	43.0266	36.0682	41.0763	23.571	44.1751
evm.TU.supercontig_129.32	70.426	139.525	75.8084	157.259	97.3326	134.106	145.407	144.173
evm.TU.supercontig_129.33	12.1851	5.68947	17.0992	8.04886	6.32472	3.47256	11.3369	3.29175
evm.TU.supercontig_129.34	9.02589	21.4196	10.0949	25.425	13.8088	20.3356	19.1421	19.0657
evm.TU.supercontig_129.35	1.11137	4.23181	1.84433	4.97679	1.79328	4.97644	1.83744	5.0611
evm.TU.supercontig_129.36	0	0.410557	0.984136	0	0	0	0	0
evm.TU.supercontig_129.37	0.119954	0.0548073	0.403178	0.0394203	0.557674	0	0.151927	0
evm.TU.supercontig_129.38	7.49079	0.312163	4.85776	0	11.4029	0	11.3829	0
evm.TU.supercontig_129.39	0.106575	0.02305	0.115824	0.0293649	0.859062	0	0	0
evm.TU.supercontig_129.4	0	0	0	0	0	0	0	0
evm.TU.supercontig_129.40	40.5227	41.5467	38.4838	40.7044	18.4502	21.616	27.2611	19.5734
evm.TU.supercontig_129.41	178.332	118.494	147.702	98.2199	174.79	126.604	177.487	125.315
evm.TU.supercontig_129.42	196.856	420.79	171.438	486.144	243.439	230.247	369.286	206.055
evm.TU.supercontig_129.43	2.62293	3.31834	7.1467	2.31613	1.12323	0.503065	3.35071	1.01347
evm.TU.supercontig_129.44	7.19906	4.36461	4.607	3.40087	5.09025	0.652664	7.161	1.57179
evm.TU.supercontig_129.45	50.5303	15.9697	29.9819	4.75907	21.7634	1.99257	15.1481	3.69059
evm.TU.supercontig_129.46	0.486135	0	0.358619	0	2.41872	0.104486	0.882844	0
evm.TU.supercontig_129.47	272.19	272.833	410.446	331.82	324.234	331.664	303.59	327.604
evm.TU.supercontig_129.48	71.6539	74.464	138.108	112.937	38.8121	21.8032	32.8874	13.8766
evm.TU.supercontig_129.49	82.457	107.693	86.9333	97.9466	93.0476	119.224	107.346	98.3672
evm.TU.supercontig_129.5	0.42557	0.843394	0.085238	0	0.506185	0	0.0979736	0.129157
evm.TU.supercontig_129.50	0	0.437182	0	0	2.27372	0.687309	2.07329	0.391264
evm.TU.supercontig_129.51	24.7691	21.3226	15.7709	16.4184	22.8207	18.7765	17.8273	18.94
evm.TU.supercontig_129.52	655.015	349.834	540.259	320.714	983.652	56.3134	1877.55	102.843
evm.TU.supercontig_129.53	0	0	0	0	0	0	0	0
evm.TU.supercontig_129.54	2.96983	7.83192	3.67061	8.25689	1.91466	11.2666	1.44204	9.54728
evm.TU.supercontig_129.55	526.428	168.875	498.58	150.307	360.785	219.05	194.99	215.349
evm.TU.supercontig_129.56	11.637	14.6166	8.72137	11.5168	10.0508	14.6644	5.29613	11.3384
evm.TU.supercontig_129.57	48.9921	48.9885	50.7894	49.3815	32.6426	39.0483	36.3469	38.5846
evm.TU.supercontig_129.58	67.5328	62.063	65.8096	60.1279	78.7416	95.954	88.0794	80.5482
evm.TU.supercontig_129.59	0.188548	0.32535	0.551291	0.601871	0.162324	0	0.141667	0.140369
evm.TU.supercontig_129.6	0.228611	0.16035	0	0.048842	0.0953701	0.0430424	0.136162	0
evm.TU.supercontig_129.60	0.402454	0	0.210305	0.0469354	0.145021	0	0.448482	0
evm.TU.supercontig_129.61	2.65653	5.36167	2.34867	6.04981	3.05134	7.49351	4.47101	5.9536
evm.TU.supercontig_129.62	214.216	158.886	197.129	130.707	180.789	115.225	207.019	119.063
evm.TU.supercontig_129.63	11.1102	11.3863	9.80147	9.81424	7.82874	9.79718	7.94681	10.1249
evm.TU.supercontig_129.64	7.42172	5.58734	9.01561	7.71847	11.3765	4.34883	8.20584	4.14236
evm.TU.supercontig_129.65	15.5228	13.7138	22.3442	21.0058	33.5677	7.613	15.8423	9.39275
evm.TU.supercontig_129.66	10.849	14.6114	11.2177	13.1375	11.7142	12.7299	15.1555	11.6465
evm.TU.supercontig_129.67	2.43901	7.06915	2.75223	6.42601	2.97259	6.96607	3.32974	7.38502
evm.TU.supercontig_129.68	87.9905	24.1834	62.7198	23.3521	24.9189	28.0658	45.4043	22.7159
evm.TU.supercontig_129.69	3.70655	9.68062	3.91642	9.69494	5.46026	1.71628	3.39063	2.26696
evm.TU.supercontig_129.7	0.276437	0.0252803	0.185514	0	0.171233	0	0.15165	0.123746
evm.TU.supercontig_129.70	2.02335	1.62185	1.60046	1.16334	0.399775	0.446993	0.641607	0.409082
evm.TU.supercontig_129.71	0	0	0.345728	0	4.55181	0	0.308417	0
evm.TU.supercontig_129.72	3.51541	5.64362	3.9937	5.35681	3.2063	2.33217	3.63925	2.58739
evm.TU.supercontig_129.73	0	0	0.973939	0	0.83227	0	0.303288	0
evm.TU.supercontig_129.74	1.66186	2.29485	2.35095	0.68836	3.64168	5.78484	3.80008	3.97194
evm.TU.supercontig_129.75	35.2207	1.34808	16.9983	0.777477	18.2459	2.9388	11.7385	2.65828
evm.TU.supercontig_129.76	57.485	11.8162	68.9968	6.93121	53.5585	16.5229	51.7872	15.5306
evm.TU.supercontig_129.77	43.1847	66.0676	40.1073	72.1309	78.2457	75.348	72.6753	76.5274
evm.TU.supercontig_129.78	36.8589	54.3965	31.3422	40.3599	49.1696	48.8791	57.5563	44.3893
evm.TU.supercontig_129.79	9.40116	30.6466	11.9559	33.952	24.3644	37.1646	30.1297	39.0839
evm.TU.supercontig_129.8	0.847269	2.60364	0.477313	1.94489	0.216175	3.35565	1.36815	4.03072
evm.TU.supercontig_129.80	2.50829	0.506952	1.81568	0.687143	1.19071	1.48384	0.364025	0.974938
evm.TU.supercontig_129.9	28.1598	6.48203	28.963	6.04432	1.47593	2.71778	3.59047	3.05356
evm.TU.supercontig_1291.1	0.173016	0	0.122018	0	0.279199	0	0.0608594	0
evm.TU.supercontig_1291.2	182.027	35.4788	159.363	26.1265	125.046	37.8902	83.7616	33.0924
evm.TU.supercontig_1294.1	39.4599	46.9864	44.719	47.2988	35.6103	38.5168	39.4199	37.3905
evm.TU.supercontig_1294.2	4.1637	0.348959	4.84368	3.06806	4.85562	1.31419	1.36573	2.43834
evm.TU.supercontig_1294.3	28.445	34.5034	35.662	35.2311	20.1819	31.3101	28.2186	32.1281
evm.TU.supercontig_1295.1	0	0	0.923757	0	0	0	0	0
evm.TU.supercontig_1296.1	33.0022	108.359	28.4108	140.647	82.4945	152.599	82.987	159.031
evm.TU.supercontig_1296.2	275.048	389.744	247.849	400.323	510.287	518.167	480.578	438.44
evm.TU.supercontig_1296.3	4.67862	2.00952	3.81966	1.55015	5.20681	1.0509	6.79142	0.939227
evm.TU.supercontig_13.1	11.4894	2.27519	14.2474	4.97105	12.3987	1.28702	6.07789	4.20241
evm.TU.supercontig_13.10	0	0	0	0	0	0	0	0
evm.TU.supercontig_13.100	14.1209	16.605	16.6949	17.8078	24.7484	14.874	23.0362	21.2602
evm.TU.supercontig_13.101	84.546	40.8318	115.986	48.3433	116.198	35.7007	121.974	42.24
evm.TU.supercontig_13.102	49.1019	52.4654	62.5629	47.8263	70.3011	66.483	66.6185	63.4546
evm.TU.supercontig_13.103	0	0	0.225566	0	0.25201	0	0	0
evm.TU.supercontig_13.104	0.80705	0	1.68009	0	1.81592	0	0.818847	0
evm.TU.supercontig_13.105	0	0	0	0	0	0	0	0
evm.TU.supercontig_13.106	1.51542	0.290088	1.48643	0.317856	0.718444	0.580687	0.67545	0.559985
evm.TU.supercontig_13.107	89.1305	100.946	92.1384	99.557	122.081	102.869	111.551	92.1934
evm.TU.supercontig_13.108	98.051	195.289	111.884	161.109	144.293	123.218	185.045	185.299
evm.TU.supercontig_13.109	178.279	174.991	223.716	170.81	184.055	141.883	239.479	125.758
evm.TU.supercontig_13.11	0.106451	0	0.328544	0	0.262653	0	0	0
evm.TU.supercontig_13.110	2.97951	5.85469	4.59779	3.93597	4.68069	2.69876	6.23793	2.43225
evm.TU.supercontig_13.111	3.37098	2.14009	5.89747	1.86829	3.78953	1.78337	3.69552	1.33412
evm.TU.supercontig_13.112	11.5655	10.9291	14.1024	11.7681	10.9573	10.6274	9.7253	11.2641
evm.TU.supercontig_13.113	8.99898	7.52816	7.88232	7.36989	4.98502	5.41335	5.14411	5.17793
evm.TU.supercontig_13.114	45.6899	145.289	52.4418	194.489	41.5644	53.6729	43.0692	48.9302
evm.TU.supercontig_13.115	4.12328	6.66958	2.44435	8.08379	2.38698	6.19267	2.2907	6.66423
evm.TU.supercontig_13.116	36.5133	46.4498	38.5833	48.1865	41.3263	39.2739	37.4533	38.9197
evm.TU.supercontig_13.117	154.264	98.831	154.947	76.5316	93.2113	57.3189	58.3172	35.441
evm.TU.supercontig_13.118	85.5738	39.5397	72.5241	37.4298	63.6769	37.4956	50.9538	32.0138
evm.TU.supercontig_13.119	2.61594	0.254492	2.73684	0.2651	0.785625	0.1467	1.297	0.179865
evm.TU.supercontig_13.12	0	0.104668	0	0.381103	0.574507	0	0.169457	0.239857
evm.TU.supercontig_13.120	47.444	47.8271	49.1936	45.3003	25.4683	51.7201	36.6412	43.7481
evm.TU.supercontig_13.121	70.3409	70.6189	71.7672	69.5066	56.0139	68.7629	53.3746	66.1261
evm.TU.supercontig_13.122	2.29641	1.14206	1.88272	0.855947	1.16861	1.6932	0.423883	2.77981
evm.TU.supercontig_13.123	22.8369	12.5603	29.5611	11.5855	15.8678	15.5646	14.3663	18.3299
evm.TU.supercontig_13.124	8.59347	11.5007	7.15249	15.2199	8.63593	16.4432	8.75028	14.6741
evm.TU.supercontig_13.125	79.4346	54.4893	78.5951	40.9513	35.5502	43.8461	31.1983	41.6935
evm.TU.supercontig_13.126	39.6219	43.4375	26.8895	38.0782	11.0619	74.8527	5.52266	65.5356
evm.TU.supercontig_13.127	0	3.07317	0	0	0	0	0	0
evm.TU.supercontig_13.128	3.27761	3.49618	2.18095	4.91254	1.3326	2.47409	0.81276	0.485642
evm.TU.supercontig_13.129	2.39598	0.0329484	1.05393	0.0238562	11.2773	0	6.88868	0
evm.TU.supercontig_13.13	0.20661	0.0746495	0.279848	0	0.239281	0	0.149952	0
evm.TU.supercontig_13.130	18.7679	27.1222	18.3724	24.6814	26.4152	32.8063	31.9203	30.5096
evm.TU.supercontig_13.131	21.6453	18.4649	28.9574	20.815	16.5856	19.2079	23.7441	20.8287
evm.TU.supercontig_13.132	363.128	558.137	498.624	476.093	379.648	400.696	280.155	417.483
evm.TU.supercontig_13.133	112.67	101.212	105.13	99.1191	127.029	84.9106	121.044	98.862
evm.TU.supercontig_13.134	2.22304	0.309576	2.17732	1.94989	1.73816	1.83865	5.6635	1.86774
evm.TU.supercontig_13.135	303.899	552.441	245.59	592.098	385.803	547.179	353.502	498.449
evm.TU.supercontig_13.136	0.491928	0.040695	0.400996	0.0379786	0.23965	0.224467	0.444243	0
evm.TU.supercontig_13.137	89.8417	97.7935	115.762	119.044	92.7754	85.9353	81.9525	99.8772
evm.TU.supercontig_13.138	20.6122	19.425	23.2187	18.4193	21.1682	14.3568	20.901	15.7993
evm.TU.supercontig_13.139	29.4909	9.7666	0.967115	3.92328	4.91547	4.28298	3.25455	0
evm.TU.supercontig_13.14	22.1656	22.7828	20.7791	20.9221	11.7579	14.6507	14.2657	15.0447
evm.TU.supercontig_13.140	26.3053	60.6861	27.7863	70.9621	32.8062	68.9518	42.655	62.5577
evm.TU.supercontig_13.142	33.9125	57.1204	24.4637	49.9253	40.642	52.4717	41.7243	49.9758
evm.TU.supercontig_13.143	0.905664	0.680204	0.600559	0.17296	0.348113	0.574743	0.675296	0.49592
evm.TU.supercontig_13.144	2.64375	0.82916	1.00496	1.41441	0.75443	0.990607	0.154691	0.533813
evm.TU.supercontig_13.145	24.5133	18.9908	29.0438	17.2607	27.666	18.938	23.853	20.0244
evm.TU.supercontig_13.146	32.5811	30.2168	35.6892	28.7281	12.6212	2.49523	23.9159	4.38963
evm.TU.supercontig_13.147	21.0749	16.2324	26.9711	16.0014	21.0066	16.3792	22.8963	18.2022
evm.TU.supercontig_13.148	56.2359	67.3481	49.3927	65.8547	82.1879	76.1915	91.687	71.8182
evm.TU.supercontig_13.149	62.1245	60.8127	71.2689	60.1858	75.189	101.626	77.7564	89.2486
evm.TU.supercontig_13.15	0.448109	0.099612	0.366993	0.101586	0.39206	0.169698	0.354886	0.603982
evm.TU.supercontig_13.150	0	0	0	0	0	0	0	0
evm.TU.supercontig_13.151	0	0.0207391	0.18568	0.0958535	0.0942972	0.0214794	0.0936576	0.043251
evm.TU.supercontig_13.152	792.195	113.06	936.379	116.756	576.487	114.451	582.257	118.327
evm.TU.supercontig_13.153	29.3864	44.1321	26.3461	49.6022	39.6025	39.088	37.8256	38.7025
evm.TU.supercontig_13.154	0.179464	0.189362	0.164445	0.278569	1.06844	0.257943	0.24139	0.269204
evm.TU.supercontig_13.155	26.634	42.5974	25.5591	42.055	28.0718	33.5242	30.3642	33.0384
evm.TU.supercontig_13.156	115.151	133.526	163.822	139.128	120.923	101.653	123.306	111.579
evm.TU.supercontig_13.157	92.049	79.0222	113.227	88.6821	131.124	69.6506	112.722	83.6535
evm.TU.supercontig_13.158	34.7169	36.4421	40.5325	37.8977	40.2822	37.1402	39.9118	34.7635
evm.TU.supercontig_13.159	73.4322	132.199	66.6428	137.983	45.024	100.55	61.487	116.844
evm.TU.supercontig_13.16	1.70187	0	6.28201	3.10727	1.17755	0	0	0
evm.TU.supercontig_13.160	2.20135	2.75757	2.23664	2.85026	2.31294	3.45284	2.51614	3.28688
evm.TU.supercontig_13.161	0.489173	0.756175	1.40871	1.75222	0.649382	1.96933	0.589629	1.77217
evm.TU.supercontig_13.162	42.5168	30.6086	45.1383	30.2964	47.8795	28.9149	49.4596	31.014
evm.TU.supercontig_13.163	32.6776	23.323	46.4802	28.2724	86.8903	11.3772	36.6935	12.691
evm.TU.supercontig_13.164	190.55	230.015	162.814	242.143	192.716	197.183	273.612	164.095
evm.TU.supercontig_13.165	16.8979	6.15219	11.061	4.84705	14.3568	9.67187	8.0187	7.04854
evm.TU.supercontig_13.166	0	0	8.85205	0	0	0	0	0
evm.TU.supercontig_13.167	98.7721	56.6866	92.8604	52.9164	44.1251	74.255	49.1311	71.0395
evm.TU.supercontig_13.168	23.3587	25.3834	23.4511	23.5208	27.0154	34.1101	26.4386	32.8349
evm.TU.supercontig_13.169	0.218745	0.221817	0	0.172386	1.06689	0	0.544643	0.0785212
evm.TU.supercontig_13.17	0	0	0	0	0	0	0	0
evm.TU.supercontig_13.170	5.9491	11.6573	7.00633	12.6392	2.34102	6.33337	5.25519	7.55637
evm.TU.supercontig_13.171	4.34429	5.37451	6.10332	6.00641	3.33987	3.26431	2.85711	3.09722
evm.TU.supercontig_13.172	0.389009	0.930772	1.07721	0.564383	0.372506	0.539359	1.16828	0.522759
evm.TU.supercontig_13.173	21.4442	36.3436	26.8093	33.4184	20.3305	41.21	21.1027	38.5848
evm.TU.supercontig_13.174	54.1633	54.9141	67.0113	52.9739	45.5962	49.9575	51.2836	50.0355
evm.TU.supercontig_13.175	1.66033	1.64456	0.111905	0.722459	1.03524	0.107264	0.582755	0.123681
evm.TU.supercontig_13.176	33.1524	52.8579	47.8018	65.064	63.6432	83.7998	67.7712	78.3989
evm.TU.supercontig_13.177	0.331906	1.35802	0.947248	0.384136	1.20645	1.76754	0.455829	3.78577
evm.TU.supercontig_13.178	0.237425	3.08415	0.440983	3.07896	1.45741	4.03324	1.42955	4.52945
evm.TU.supercontig_13.179	10.2694	152.682	9.75302	132.745	19.4271	111.294	16.3352	119.873
evm.TU.supercontig_13.18	40.1381	37.6767	33.2391	39.2228	27.3423	29.5232	22.6257	28.5398
evm.TU.supercontig_13.180	15.6327	215.242	20.1616	217.906	37.4999	154.8	27.3531	184.208
evm.TU.supercontig_13.181	5.06704	7.05435	8.08255	7.05536	2.40707	3.05918	3.64682	4.46714
evm.TU.supercontig_13.182	75.8038	22.1584	74.766	20.2507	37.0723	21.2552	29.7648	21.0665
evm.TU.supercontig_13.183	53.9398	54.3442	54.7361	62.4979	60.2714	39.4706	82.5537	35.9014
evm.TU.supercontig_13.184	0	0	0	0	0	0	0	0
evm.TU.supercontig_13.185	6.67735	7.21467	6.60656	6.17806	7.19808	7.37148	9.37873	7.85833
evm.TU.supercontig_13.186	133.194	74.9432	123.268	75.953	188.611	97.4857	151.108	89.6798
evm.TU.supercontig_13.187	240.038	369.854	177.055	456.168	254.321	295.022	284.95	247.679
evm.TU.supercontig_13.188	233.636	355.555	220.582	272.381	265.226	379.997	178.373	420.735
evm.TU.supercontig_13.189	19.3218	35.8053	23.7334	32.776	30.2305	25.4659	32.7229	27.4528
evm.TU.supercontig_13.19	2.07332	11.4804	2.78111	0.874105	1.68164	0.338309	1.9479	0.649646
evm.TU.supercontig_13.190	0.471095	2.29687	0.502091	2.56932	0.282453	3.39728	0.372259	2.60098
evm.TU.supercontig_13.191	5.84593	3.08682	3.61973	2.75738	2.19579	7.99585	1.13096	5.80905
evm.TU.supercontig_13.192	132.527	275.16	127.429	247.526	256.362	310.442	255.214	298.242
evm.TU.supercontig_13.193	178.319	325.884	228.782	300.09	563.289	485.1	360.943	487.219
evm.TU.supercontig_13.194	0	0	0	0	0	0	0	0
evm.TU.supercontig_13.195	1.13469	0.745664	0	0	0	0	0.926821	0
evm.TU.supercontig_13.196	68.7638	114.196	66.2542	103.624	70.2215	67.9498	70.6258	69.6383
evm.TU.supercontig_13.197	18.7576	32.6335	19.6777	25.2895	20.5344	24.6444	17.9332	27.1034
evm.TU.supercontig_13.198	1.93919	2.20529	1.19822	0.73461	2.68833	2.74194	1.98516	3.55921
evm.TU.supercontig_13.199	43.9737	44.4628	39.5628	37.8367	34.2581	21.1398	26.5403	22.5598
evm.TU.supercontig_13.2	225.734	98.84	165.029	100.322	249.373	195.247	136.751	171.214
evm.TU.supercontig_13.20	26.2384	28.0342	28.8087	26.5828	24.3543	23.564	29.4203	23.9944
evm.TU.supercontig_13.200	4.50392	2.8802	4.60233	3.72912	1.15128	6.83519	2.96312	3.82351
evm.TU.supercontig_13.201	0.314924	0.474384	0.05406	0.164842	0.0251952	0.265549	0.21857	0.171886
evm.TU.supercontig_13.202	57.4079	33.1749	36.4712	30.2926	10.5441	9.89727	14.6331	10.3858
evm.TU.supercontig_13.203	6.33655	9.16935	8.7304	8.30914	4.37009	6.5898	5.16984	7.20089
evm.TU.supercontig_13.204	10.8905	13.7468	12.2309	14.9892	9.47193	12.3549	10.475	11.0841
evm.TU.supercontig_13.205	142.939	49.352	124.742	35.0987	52.7651	122.249	41.8517	143.389
evm.TU.supercontig_13.206	24.7034	31.5252	30.1317	28.3372	21.1504	30.4749	29.1164	24.976
evm.TU.supercontig_13.207	27.2564	44.1652	35.493	34.6704	38.7701	37.1885	29.0942	38.1026
evm.TU.supercontig_13.208	0.166916	0.120275	0.458082	0.0825963	0.681424	0.131997	0.678455	0.035859
evm.TU.supercontig_13.209	0.255335	0.726492	0.420486	0.802138	1.97013	2.97664	1.80226	1.58032
evm.TU.supercontig_13.21	33.5103	15.0486	34.2561	20.8439	23.2157	17.162	25.4447	17.6479
evm.TU.supercontig_13.210	46.1452	112.189	73.2056	180.317	176.325	157.703	270.041	103.721
evm.TU.supercontig_13.211	130.373	154.835	213.417	134.604	292.407	146.948	342.289	147.898
evm.TU.supercontig_13.212	0	0	0	0	0	0	0	0
evm.TU.supercontig_13.213	295.028	118.95	316.609	87.9524	107.497	34.1257	69.6543	61.7695
evm.TU.supercontig_13.214	19.9232	22.8229	21.2795	25.4437	12.2509	17.5123	11.9952	17.1499
evm.TU.supercontig_13.215	0.0563154	0.12443	0.111672	0.118991	0.411314	0	0.167961	0
evm.TU.supercontig_13.216	0.316694	0.0552443	0.593107	0.0883242	0.335817	0.0554872	0	0.0345717
evm.TU.supercontig_13.217	113.471	183.076	119.466	184.996	160.553	213.355	159.155	207.367
evm.TU.supercontig_13.218	29.9894	24.3401	35.4567	22.1099	29.3264	24.0613	33.1179	29.5578
evm.TU.supercontig_13.219	18.7358	9.00596	8.17051	4.2788	4.39322	1.51843	3.80856	1.9349
evm.TU.supercontig_13.22	4.3139	0.894729	6.79312	0.631823	9.69576	0.633298	5.60147	0.511893
evm.TU.supercontig_13.220	0.210318	0	0	0	0.56487	0.0741262	0.126507	0
evm.TU.supercontig_13.221	13.1878	11.3852	11.1192	10.227	8.6332	9.06609	13.8671	8.561
evm.TU.supercontig_13.222	0.422399	0.107875	0.239358	0.296509	1.33761	0.259347	1.82577	0.232604
evm.TU.supercontig_13.223	0.320819	4.74261	0.354278	0.666113	0.249035	0.0817887	0.0390679	0.226782
evm.TU.supercontig_13.224	0	0	0	0	0	0	0	0
evm.TU.supercontig_13.225	0	0	0	0	0	0	0	0
evm.TU.supercontig_13.226	0	0	0	0	0	0	0	0
evm.TU.supercontig_13.227	1.44459	0.353641	1.52785	0.043455	0.536324	0.325017	0.261949	0.266691
evm.TU.supercontig_13.228	0	0.0951533	0.531636	0	0.742028	0	0.513915	0
evm.TU.supercontig_13.229	0.69746	0	0	0	0	0	0	0
evm.TU.supercontig_13.23	426.509	238.722	454.595	208.96	293.609	122.889	293.971	127.453
evm.TU.supercontig_13.230	0.156317	0	0.0785385	0	0	0.3349	0.0647391	0.12678
evm.TU.supercontig_13.231	55.1613	48.1294	38.7877	37.9947	58.5165	50.0618	44.1512	48.9787
evm.TU.supercontig_13.232	0.0738973	0.255223	0.059018	0.201019	0.0914337	0.276954	0.144471	0.213057
evm.TU.supercontig_13.233	0	0	0	0	0	0	0	0
evm.TU.supercontig_13.234	0.25614	0.432406	0	0.210526	0.116023	0.863276	0	0.723352
evm.TU.supercontig_13.235	143.534	118.126	119.372	110.603	159.421	122.918	141.238	139.7
evm.TU.supercontig_13.236	57.8742	120.755	60.2204	91.0587	114.017	140.303	99.0215	119.344
evm.TU.supercontig_13.237	0.813498	1.31683	1.18509	1.58723	5.0563	3.83152	5.48912	4.34063
evm.TU.supercontig_13.238	353.516	202.922	517.834	195.016	513.755	257.914	507.331	220.598
evm.TU.supercontig_13.239	1.58736	0.263853	1.13721	0.316984	0.439672	0.397258	0.105604	0
evm.TU.supercontig_13.24	31.3143	36.493	23.808	37.8926	29.1655	45.0536	23.8116	42.3836
evm.TU.supercontig_13.240	0.64873	0.149739	0.395648	0.120669	0.861797	0.0805337	0.600548	0
evm.TU.supercontig_13.241	2.28682	1.35348	2.87556	1.27878	1.13173	0.140335	0.593225	0.806898
evm.TU.supercontig_13.242	0	0	0	0	0	0	0	0
evm.TU.supercontig_13.243	51.643	35.5147	54.1305	36.3605	48.8952	36.9475	53.5025	37.623
evm.TU.supercontig_13.244	0	0	0	0	0	0	0	0
evm.TU.supercontig_13.245	0	0	0.098916	0	0.31831	0	0	0
evm.TU.supercontig_13.246	0.0569866	0.152794	0.061267	0.202994	0.381107	0.15336	0.0611011	0.124197
evm.TU.supercontig_13.247	0.0392046	0	0	0.0599567	0	0	0.148984	0
evm.TU.supercontig_13.248	0.510566	0.0825076	0.778415	0.160806	0.426307	0.0407481	0.592684	0.0895968
evm.TU.supercontig_13.249	1.14632	0.660603	1.13999	1.78579	1.63677	0	1.27323	0.484394
evm.TU.supercontig_13.25	24.2787	17.7577	10.4445	22.6513	14.9541	8.04415	22.7215	14.4418
evm.TU.supercontig_13.250	220.029	93.0985	236.858	74.8847	312.305	21.9662	163.833	39.4172
evm.TU.supercontig_13.251	0	0	0	0	0	0	0	0
evm.TU.supercontig_13.252	0	0	0	0	0.59062	0	0	0
evm.TU.supercontig_13.253	294.849	118.54	544.004	124.408	374.718	37.1116	312.344	33.7201
evm.TU.supercontig_13.254	19.2419	22.5879	24.6132	22.5855	18.835	18.2891	24.5504	21.4397
evm.TU.supercontig_13.255	16.0648	15.4258	18.458	15.76	11.9096	16.3024	19.1999	14.694
evm.TU.supercontig_13.256	42.4045	42.1902	39.5381	49.4031	38.264	46.129	31.7727	45.4926
evm.TU.supercontig_13.257	8.73395	8.39969	6.85915	9.4564	7.16413	8.69481	5.99035	9.30357
evm.TU.supercontig_13.258	16.418	27.8043	17.7596	25.5472	8.10618	23.2557	10.4994	20.1631
evm.TU.supercontig_13.259	0	0	0.127685	0	0.325945	0	0	0
evm.TU.supercontig_13.26	26.5105	19.0187	32.4511	24.473	32.7172	19.0453	44.4219	14.9672
evm.TU.supercontig_13.260	18.2553	26.9741	16.7484	25.5309	9.65103	24.1513	10.6513	21.931
