tracking_id	AU-Ma-4C_FPKM	AU-Ma-30C_FPKM	AU-Fe-4C_FPKM	AU-Fe-30C_FPKM	SU-Fe-4C_FPKM	SU-Fe-30C_FPKM	SU-Hem-4C_FPKM	SU-Hem-30C_FPKM
evm.TU.supercontig_24.29	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.3	0	0	0.90625	0	0	0	0	0
evm.TU.supercontig_24.30	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.31	0	0	0	0	0	0	2.14742	0
evm.TU.supercontig_24.32	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.33	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.34	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.35	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.36	199.92	242.106	208.892	251.866	194.179	177.16	180.306	193.468
evm.TU.supercontig_24.37	37.2822	19.5307	43.06	17.5876	20.4235	26.6899	27.6031	27.624
evm.TU.supercontig_24.38	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.39	7.8854	6.64322	9.94182	8.99598	7.9013	8.62512	9.82164	7.81462
evm.TU.supercontig_24.4	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.40	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.41	17.3362	16.3597	18.92	14.8951	10.6322	20.7839	12.6673	14.3474
evm.TU.supercontig_24.42	0	0	0	0.0595709	0.136843	0	0.0758652	0
evm.TU.supercontig_24.43	25.9972	22.7674	47.782	21.8753	18.0456	17.9062	15.3506	15.7156
evm.TU.supercontig_24.44	23.8845	22.2129	31.7026	24.2148	28.19	22.7191	24.0144	23.7572
evm.TU.supercontig_24.45	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.46	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.47	0	0	0.0776961	0	0.199355	0	0	0
evm.TU.supercontig_24.48	0	0	0	0	0	0	0.327917	0
evm.TU.supercontig_24.49	0	0	2.84201	0	3.37592	0	0	0
evm.TU.supercontig_24.5	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.50	0	0	0	0	0.950296	0	0	0
evm.TU.supercontig_24.51	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.52	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.53	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.54	18.2498	19.1516	14.4504	16.968	11.8117	10.3468	12.2749	12.0615
evm.TU.supercontig_24.56	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.57	0.343245	0.299198	0.862197	0.296952	1.20675	0.300028	0.42286	0.16843
evm.TU.supercontig_24.58	158.776	152.203	188.463	145.834	212.016	204.305	196.679	204.395
evm.TU.supercontig_24.59	7.6868	28.9387	5.38916	22.0883	7.26876	50.488	5.3582	48.7783
evm.TU.supercontig_24.6	0	0	0	0	0.423442	0	0	0
evm.TU.supercontig_24.60	30.6101	29.3636	34.3837	20.7918	21.8983	23.542	25.9737	24.4571
evm.TU.supercontig_24.61	0	0	0	0.433177	0	0	0	0
evm.TU.supercontig_24.62	0	0	0.0545739	0.0663923	0.148948	0.0270194	0	0
evm.TU.supercontig_24.63	31.8979	24.9826	31.5011	20.4433	25.7975	22.8513	23.2982	25.1152
evm.TU.supercontig_24.65	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.66	86.969	117.58	122.109	149.137	183.208	152.842	242.339	154.257
evm.TU.supercontig_24.67	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.68	0	0	0	0	0.324449	0	0.940503	0
evm.TU.supercontig_24.69	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.7	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.70	0	0	0.541327	0	0	0.224516	0.384205	0
evm.TU.supercontig_24.71	1.88616	0.716705	1.57065	1.80078	0.279451	0.379698	0.494315	0.326441
evm.TU.supercontig_24.72	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.73	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.74	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.75	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.76	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.77	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.78	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.79	5.63413	4.2241	13.2736	1.87222	6.26747	10.3124	4.19987	6.36139
evm.TU.supercontig_24.8	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.80	0	0	0.980068	0	0	0	0	0
evm.TU.supercontig_24.81	0.0589439	0	0.3708	0.178462	0.115456	0	0.390874	0
evm.TU.supercontig_24.82	20.4779	13.7354	21.2853	12.4429	12.8062	20.1087	13.4393	19.5004
evm.TU.supercontig_24.83	0	0	1.15813	0.326017	0.84009	0.0987287	0	0
evm.TU.supercontig_24.84	0	1.47176	1.91428	1.49284	0	0	0	0
evm.TU.supercontig_24.85	29.3925	21.4262	30.3098	18.9077	16.183	29.5062	17.85	25.1537
evm.TU.supercontig_24.86	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.87	0	0	45.9831	0	0	0	0	0
evm.TU.supercontig_24.9	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.90	20.0605	27.3763	29.1245	27.5458	42.3677	23.1197	48.5349	29.2979
evm.TU.supercontig_24.91	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.92	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.93	0	0.461276	0	0	0	0	0	0
evm.TU.supercontig_24.94	6.66473	3.70756	1.55928	6.56578	0	2.19319	1.33079	4.9505
evm.TU.supercontig_24.95	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.96	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.97	0	0	0	0	0	0	0	0
evm.TU.supercontig_24.99	0	0	0	0	0	0	0	0
evm.TU.supercontig_240.1	0	0	3.35433	0	0	0	0.66729	0
evm.TU.supercontig_240.2	0	0	0	0	0	0	0	0
evm.TU.supercontig_240.3	0	0	0	0	0.618553	0	0	0
evm.TU.supercontig_240.4	0	0	0.427967	0	0	0	0	0
evm.TU.supercontig_240.5	0	0	0	0	0	0	0	0
evm.TU.supercontig_2403.1	13.7136	21.6859	17.6778	15.2451	20.4914	21.8574	20.4744	19.4144
evm.TU.supercontig_2404.1	0	0	0	0	0	0	0	0
evm.TU.supercontig_2405.1	0	0	3.3367	0	0	0	0	0
evm.TU.supercontig_2407.1	0	0	0	0	0	0	0	0
evm.TU.supercontig_2411.2	8.58149	19.4233	16.8642	23.0686	13.1692	28.4374	12.6525	28.6538
evm.TU.supercontig_242.2	0	0	0	0	0	0	0	0
evm.TU.supercontig_242.3	0	0	0	0	0	0	0	0
evm.TU.supercontig_242.4	0	0	0	0	0	0	0	0
evm.TU.supercontig_242.5	0	0	0	0	0	0	0	0
evm.TU.supercontig_242.6	0	0	0	0	0	0	0	0
evm.TU.supercontig_242.7	0	0	0	0	0	0	0	0
evm.TU.supercontig_242.9	0	0	0	0	0	0	0	0
evm.TU.supercontig_2422.1	7.51587	9.11792	5.24712	5.5822	2.68461	1.90701	2.7639	2.63429
evm.TU.supercontig_2422.2	26.9493	35.3683	57.6861	16.5481	4.15344	1.4173	5.77335	2.7297
evm.TU.supercontig_2423.1	0.114191	0	0	0	0	0	0	0
evm.TU.supercontig_2423.2	0	0	0	0	0	0	0	0
evm.TU.supercontig_2423.3	0	0	0	0	0	0	0	0
evm.TU.supercontig_2423.4	0.274328	0	0	0	0	0	0	0
evm.TU.supercontig_243.1	0	0	0	0	0	0	0	0
evm.TU.supercontig_243.2	0	0	0	0	0	0	0	0
evm.TU.supercontig_243.3	1.33065	1.36335	1.25128	0.833004	2.5856	0.104542	1.54004	0.448697
evm.TU.supercontig_244.1	19.807	13.8715	17.1361	22.4935	2.70143	17.3605	11.0718	11.4529
evm.TU.supercontig_244.10	125.211	569.232	165.181	708.156	203.2	448.405	222.233	415.069
evm.TU.supercontig_244.11	43.417	42.7871	40.5841	46.1023	53.7696	27.5651	67.4041	26.1112
evm.TU.supercontig_244.12	0	0	0.512878	0.267491	0.280426	0.045112	0.217924	0
evm.TU.supercontig_244.2	22.6005	62.3107	28.4839	36.832	7.26677	71.2345	13.2569	66.3413
evm.TU.supercontig_244.3	30.6964	26.8067	36.0978	30.8236	22.3553	44.9511	24.3422	48.5805
evm.TU.supercontig_244.4	34.9461	71.2164	50.8929	64.1325	32.5497	56.1994	39.2061	68.5212
evm.TU.supercontig_244.5	21.3592	26.5018	19.2796	23.7498	12.383	17.6499	7.85005	18.1925
evm.TU.supercontig_244.6	0.743999	0.492154	0	0.190647	0.901214	0.0636607	0.227144	0.218098
evm.TU.supercontig_244.7	0.367975	0.432595	0.0590206	0.143357	0.107146	0	0	0
evm.TU.supercontig_244.8	64.9147	18.7961	68.1588	17.3753	66.6201	24.0833	79.5763	19.8561
evm.TU.supercontig_244.9	10.1201	0	9.09874	7.83927	0	0	0	31.0802
evm.TU.supercontig_2443.1	1.03514	0	0	0	0	0	0	0
evm.TU.supercontig_2443.2	38.3091	48.1751	40.0754	20.4018	13.3981	37.3895	24.5658	33.4447
evm.TU.supercontig_2447.1	0	0	0	0	0	0	0	0
evm.TU.supercontig_2449.1	316.224	237.564	239.246	145.564	573.536	388.139	277.724	247.512
evm.TU.supercontig_245.1	18.3107	16.9608	24.2471	15.2504	18.6723	19.3006	9.69191	17.6137
evm.TU.supercontig_245.10	0	0.210715	0.329015	0.47697	0	0	0	0
evm.TU.supercontig_245.12	7.24814	1.62253	4.70221	1.06103	2.87094	2.29274	3.55565	3.05473
evm.TU.supercontig_245.13	1.79397	1.51937	1.41905	1.09566	0	0.418905	0.539717	0.195408
evm.TU.supercontig_245.14	0.425508	0.168393	0.740794	0	0.790759	0	0.303642	0.0900611
evm.TU.supercontig_245.15	1.04202	1.28192	1.33126	0.945866	0.15292	0.409326	0.292564	0.447516
evm.TU.supercontig_245.16	2.48488	1.63267	0.701904	1.55226	0.843702	1.08212	0.438753	0.826464
evm.TU.supercontig_245.17	113.059	119.794	108.69	112.112	151.234	163.548	152.019	153.835
evm.TU.supercontig_245.2	2.449	2.34235	2.05988	1.28155	1.8938	0.204393	1.77604	0.712412
evm.TU.supercontig_245.3	0.122868	0.27316	0.37802	0.772394	0.337776	0.313403	0.259027	0
evm.TU.supercontig_245.4	12.0338	13.3764	10.4147	10.3158	17.773	14.6896	16.2214	15.8183
evm.TU.supercontig_245.5	0.296139	0.172106	0.433872	0.0317772	1.46539	0.1099	1.2921	0.0284878
evm.TU.supercontig_245.6	49.5829	38.3105	58.0333	35.2267	34.2131	35.7774	36.625	30.2264
evm.TU.supercontig_245.7	48.2405	39.929	58.6845	42.1376	52.0355	39.5927	45.4438	40.1491
evm.TU.supercontig_245.8	14.1424	27.8289	13.7873	24.1384	17.3309	37.3186	16.7508	38.3296
evm.TU.supercontig_245.9	3.81652	3.15294	5.94862	3.30124	2.34609	3.08618	3.36935	4.3126
evm.TU.supercontig_2452.1	53.0059	71.4225	47.7517	66.0702	46.1894	63.861	60.947	68.1583
evm.TU.supercontig_2454.1	0	0	0	0	0	0	0	0
evm.TU.supercontig_2455.1	0	0	0	0	0	0	0	0
evm.TU.supercontig_246.1	0.143143	0	0.760525	0	0.178605	0	0.168832	0
evm.TU.supercontig_246.10	31.1533	40.8064	44.699	42.2902	60.7605	87.7483	70.3771	71.4731
evm.TU.supercontig_246.11	3.71471	5.6096	4.2338	6.61711	3.5322	6.24451	5.66931	6.71688
evm.TU.supercontig_246.12	82.6231	314.24	91.7472	340.226	68.9192	474.273	66.0924	497.083
evm.TU.supercontig_246.13	23.807	41.3189	15.2532	46.0794	56.9303	34.2936	38.451	33.2282
evm.TU.supercontig_246.14	7.74513	10.0945	3.25581	8.85853	9.07627	6.64049	4.3175	7.25144
evm.TU.supercontig_246.15	0	0	0	0	0	0	0	0
evm.TU.supercontig_246.2	70.6812	57.105	63.2175	59.203	40.8119	39.8021	62.1661	34.7573
evm.TU.supercontig_246.3	0.0894012	0.711402	0.261577	0.886262	0.557726	0.311223	0.312697	0.506836
evm.TU.supercontig_246.4	29.2543	33.4923	34.7827	36.9929	37.4697	29.4703	31.1176	34.8467
evm.TU.supercontig_246.5	23.1525	22.5982	24.0184	26.3186	16.6642	24.2386	21.6908	21.2323
evm.TU.supercontig_246.6	11.4041	12.6319	9.63198	11.948	9.05107	12.1196	9.63455	13.287
evm.TU.supercontig_246.7	38.8323	26.3099	49.7114	20.7073	22.2282	22.5339	16.5576	22.3508
evm.TU.supercontig_246.8	0.432768	0.468175	0.824446	0.466849	0.789311	0.235591	0.955176	0.373024
evm.TU.supercontig_246.9	65.3494	47.8906	48.285	57.2404	59.3061	55.5584	93.186	32.4741
evm.TU.supercontig_2461.1	13.3747	16.4674	11.2766	12.6046	17.6972	12.8546	12.5536	12.8656
evm.TU.supercontig_2466.1	0	0	0	0	0	0	0	0
evm.TU.supercontig_247.1	3.40234	3.03932	3.7962	4.02396	3.4535	4.53777	2.1924	2.49673
evm.TU.supercontig_247.2	4.49284	14.9256	3.64328	6.43122	1.30325	2.26949	1.86996	3.38013
evm.TU.supercontig_247.4	97.5196	123.96	70.4424	101.662	91.6384	129.684	78.1476	123.096
evm.TU.supercontig_247.5	0.317634	0	0	0.44923	0	0	0	0
evm.TU.supercontig_247.6	0	0	0	5.76666	0	4.02207	0	0
evm.TU.supercontig_247.7	0	0	0	0.176228	0.28003	0	0	0
evm.TU.supercontig_247.8	0	0	0	0	0.508889	0	0	0
evm.TU.supercontig_2470.1	0	0	0	0	0	0	0	0
evm.TU.supercontig_2471.1	0	2.80312	0	4.65878	0	0	0	0
evm.TU.supercontig_2471.2	52.5774	42.3988	65.6954	16.6633	33.9368	11.4348	34.3559	13.9608
evm.TU.supercontig_2472.1	0	0	0.651089	0	0.0963643	0	0	0
evm.TU.supercontig_2478.1	0	0	0	0	0	0	0	0
evm.TU.supercontig_248.1	50.3334	58.1492	48.7316	47.9782	72.8842	51.167	71.5328	43.4824
evm.TU.supercontig_248.2	53.368	22.4371	51.1554	25.1226	56.445	23.3982	62.6644	23.5684
evm.TU.supercontig_248.3	53.9502	57.0827	67.0026	52.5474	63.1207	63.1088	64.9389	64.1718
evm.TU.supercontig_248.4	1.25246	1.3333	2.16158	1.18254	0.827151	2.21061	2.29178	1.68724
evm.TU.supercontig_248.5	55.6461	55.9069	69.0211	52.1922	33.8433	58.7015	53.3031	53.3798
evm.TU.supercontig_248.6	61.2236	57.2815	70.6338	52.407	51.8788	45.9107	52.0995	51.4831
evm.TU.supercontig_248.7	1042.75	898.724	1171.88	990.889	1314.07	902.964	1294.77	755.489
evm.TU.supercontig_248.8	9.98776	12.1899	17.5447	12.6116	5.8219	8.71121	7.16486	8.05296
evm.TU.supercontig_248.9	2.78586	0	0	0	0	0	2.20173	0
evm.TU.supercontig_2481.1	0	0	0	0	0	0	0	0
evm.TU.supercontig_2483.1	0	0	0	0	0	0	0	0
evm.TU.supercontig_2485.1	16.7358	36.1939	32.576	20.7841	21.3406	42.7246	24.3418	45.1873
evm.TU.supercontig_2485.2	0.469961	0	0	0	1.00686	0	0	0
evm.TU.supercontig_249.1	0	0	0	0	0	0.762633	0	0
evm.TU.supercontig_249.10	34.4536	40.8082	35.318	37.7916	27.923	34.4984	29.6939	36.9844
evm.TU.supercontig_249.11	0	0	0.212321	0.0406618	0.0485045	0.0477723	0.0628484	0
evm.TU.supercontig_249.12	94.4586	73.9159	85.683	71.2846	69.9895	40.4587	83.6358	45.5318
evm.TU.supercontig_249.13	71.3943	55.8548	55.8792	51.411	42.9341	38.3159	69.7422	33.4513
evm.TU.supercontig_249.14	8.89271	26.6367	9.4953	29.2768	13.3401	32.2138	11.4196	32.2277
evm.TU.supercontig_249.15	0	0	0.248053	0	0.510466	0	0.0513179	0
evm.TU.supercontig_249.16	8.86457	12.2095	8.51004	12.27	7.56567	9.8659	9.0846	9.41748
evm.TU.supercontig_249.17	18.9896	25.0022	18.4952	27.378	17.9482	31.3356	21.5402	30.8661
evm.TU.supercontig_249.2	0	0	0	0	0	0.44651	0	0
evm.TU.supercontig_249.3	0	0	0	0	0	0	0	0
evm.TU.supercontig_249.4	0	0	0.249976	0	0	0.32942	0	0
evm.TU.supercontig_249.5	0.847204	0.42467	1.02234	0.405322	0.560124	0.283132	0.414609	0.350302
evm.TU.supercontig_249.6	66.2741	103.089	60.5819	107.669	76.8087	89.0303	84.6121	88.0854
evm.TU.supercontig_249.7	2329.2	48.7969	3230.97	25.9444	1954.45	73.4382	1792.49	50.5752
evm.TU.supercontig_249.8	13.5853	10.0246	20.2305	12.4065	11.0234	14.4481	12.4576	17.1589
evm.TU.supercontig_249.9	16.4771	18.6256	10.3176	23.1129	18.3705	19.1751	19.7505	19.5436
evm.TU.supercontig_2494.1	23.0846	20.1119	26.7164	19.3421	17.6554	21.8406	13.472	21.1326
evm.TU.supercontig_25.10	0.60307	0.215588	0.463157	0.17413	0.205013	0.717998	0.306711	0.177438
evm.TU.supercontig_25.100	17.4025	25.6896	14.8618	22.0691	18.289	32.2364	14.3993	31.3446
evm.TU.supercontig_25.101	46.9726	57.6327	53.0804	55.8302	47.2419	63.0327	53.0762	56.6197
evm.TU.supercontig_25.102	8.10498	5.58643	8.45638	4.64363	4.96601	2.2258	3.65024	2.34719
evm.TU.supercontig_25.103	50.3146	48.8268	49.3384	44.5559	62.8078	45.3374	42.8553	43.2972
evm.TU.supercontig_25.104	0.849509	4.01707	0.851974	3.8057	2.01122	6.47135	2.10395	5.01105
evm.TU.supercontig_25.105	31.5736	36.6234	32.8538	37.8454	35.3037	42.1924	38.1927	42.9888
evm.TU.supercontig_25.106	72.1802	94.1319	81.7578	94.0221	103.996	93.268	72.3536	99.1293
evm.TU.supercontig_25.107	57.924	55.9396	63.7025	51.8011	47.1406	65.1575	51.7905	64.9302
evm.TU.supercontig_25.108	34.1278	64.3349	45.4377	76.1102	28.9158	63.7372	41.9002	73.8324
evm.TU.supercontig_25.109	4.49463	4.81401	7.02605	2.0708	2.62529	2.4171	3.24594	1.95366
evm.TU.supercontig_25.11	0.183204	0.114587	0.183695	0	0.150509	0	0.202285	0
evm.TU.supercontig_25.110	34.2082	55.3247	33.813	74.4329	59.501	41.9892	67.377	48.8178
evm.TU.supercontig_25.111	38.2226	37.4032	57.4732	28.5088	35.1642	31.2825	38.0479	28.4579
evm.TU.supercontig_25.112	21.9525	27.5719	23.108	31.2601	17.8944	35.825	26.4254	26.5823
evm.TU.supercontig_25.113	58.5952	76.4163	199.959	107.784	60.3459	107.158	46.7667	85.3408
evm.TU.supercontig_25.114	0.0867216	0.0352922	0	0.0896092	0	0	0.0729859	0.118314
evm.TU.supercontig_25.115	0	0	0	0	0.191852	0	0.137387	0
evm.TU.supercontig_25.116	0	0	0.219314	0.0219897	0.19258	0	0.135773	0.05734
evm.TU.supercontig_25.117	5.78909	5.18799	9.20541	4.70039	8.28831	4.33603	7.26803	4.97479
evm.TU.supercontig_25.118	6.69851	1.57818	9.50058	1.97558	5.61628	0.780775	5.73291	0.454502
evm.TU.supercontig_25.119	937.595	317.143	637.111	561.52	1332.99	54.6524	2453.21	79.6893
evm.TU.supercontig_25.12	0.178415	0.43462	0	0.771709	0.954596	0.536924	0.527224	1.29136
evm.TU.supercontig_25.120	1.25971	0.900987	0.813218	0.85454	0.632953	0.401118	0.828618	0.357429
evm.TU.supercontig_25.121	90.2912	84.7167	183.726	72.3129	80.7578	6.45724	42.6665	22.9332
evm.TU.supercontig_25.122	16.8209	27.1804	14.753	16.5234	15.0347	7.06365	14.8803	12.001
evm.TU.supercontig_25.123	0	0	0	0	0	0	0	0
evm.TU.supercontig_25.124	0.217793	0.248918	0.309221	0.155871	0.602096	0.0476588	0.333838	0.0711669
evm.TU.supercontig_25.125	32.8223	42.87	28.3372	43.2936	43.0424	46.926	40.813	41.2135
evm.TU.supercontig_25.126	6.14982	5.27893	5.65113	5.31624	5.01186	5.7704	3.87042	5.37239
evm.TU.supercontig_25.127	94.6446	163.894	90.7565	132.201	132.647	140.674	46.258	176.025
evm.TU.supercontig_25.128	208.814	32.7475	246.767	30.2282	137.803	39.6827	154.131	35.9225
evm.TU.supercontig_25.129	254.614	213.667	392.682	314.325	134.347	278.929	160.974	221.641
evm.TU.supercontig_25.13	0.832981	0.472419	0.746106	0.159217	0.205629	0.0598032	0.498143	0
evm.TU.supercontig_25.130	107.145	93.1477	136.388	100.183	155.634	109.772	124.75	111.032
evm.TU.supercontig_25.131	0.731933	0	1.4772	0.11853	4.19286	0.108923	4.59616	0.151331
evm.TU.supercontig_25.132	125.684	100.33	130.805	99.4189	75.4283	161.516	92.643	133.911
evm.TU.supercontig_25.133	70.8823	26.8619	65.4383	20.2039	40.6599	22.9006	35.7787	22.0474
evm.TU.supercontig_25.134	63.7292	64.0054	57.0178	58.3504	55.7376	148.407	42.7919	131.372
evm.TU.supercontig_25.135	4.45608	2.63409	5.08789	1.03541	1.54304	6.71856	1.01813	3.2198
evm.TU.supercontig_25.136	47.3969	25.9738	48.4937	27.3856	33.3627	27.6692	33.4783	26.9939
evm.TU.supercontig_25.137	22.1936	19.5508	24.0644	18.2404	24.5989	25.0699	21.6506	24.4169
evm.TU.supercontig_25.138	85.399	65.281	57.9939	40.903	65.2957	39.4236	37.6733	41.0666
evm.TU.supercontig_25.139	2.93272	4.48113	3.94483	5.81346	5.60804	6.13716	5.34289	7.19327
evm.TU.supercontig_25.14	0	0	0	0	0	0	0	0
evm.TU.supercontig_25.140	0	0	0	0	0	0	0	15.6803
evm.TU.supercontig_25.141	0.123947	0	0	0	0.193873	0.0514231	0.118929	0.202822
evm.TU.supercontig_25.142	61.3441	96.1577	115.19	97.8199	77.498	92.6939	81.9058	96.68
evm.TU.supercontig_25.143	34.4486	27.0486	29.3572	26.1532	20.4993	25.9831	28.5931	20.4577
evm.TU.supercontig_25.144	27.3374	12.7577	22.3134	8.71228	14.2188	9.7009	10.6735	10.0344
evm.TU.supercontig_25.145	0.213301	0	0.272134	0	0.392938	0.0523793	0.0738704	0
evm.TU.supercontig_25.146	140.594	14.9492	133.241	15.2539	80.691	17.1994	111.704	17.101
evm.TU.supercontig_25.147	280.582	284.918	292.204	302.749	288.28	288.492	284.232	281.202
evm.TU.supercontig_25.148	13.3396	16.5499	13.6947	17.2267	18.9398	20.135	15.3331	17.8331
evm.TU.supercontig_25.149	5.24981	4.11099	5.82251	3.29922	2.27556	3.69042	4.2362	4.38745
evm.TU.supercontig_25.15	18.4884	18.4636	18.502	16.283	16.3626	19.6006	16.3514	19.4837
evm.TU.supercontig_25.150	49.3667	38.0766	58.3608	34.8931	38.266	42.9211	44.7002	36.56
evm.TU.supercontig_25.151	2.44255	3.25816	1.68642	3.58308	2.30179	2.32148	2.0923	2.66555
evm.TU.supercontig_25.152	5.04668	2.92469	5.97862	5.16121	8.58674	3.8666	5.99455	4.42623
evm.TU.supercontig_25.153	4.27	2.63697	4.00153	2.44696	2.07566	1.99767	2.41118	2.22243
evm.TU.supercontig_25.154	0.511772	0.387601	0.603635	0.278742	0.64421	0.607456	0.585591	0.549778
evm.TU.supercontig_25.155	91.4223	92.219	84.6159	78.8753	81.1774	79.3478	72.0384	81.7102
evm.TU.supercontig_25.156	11.5301	12.819	12.7217	11.8452	7.16118	15.6846	7.90719	16.7808
evm.TU.supercontig_25.157	0.660254	0.337794	0.808909	0.723594	0.46447	0.675599	0.584941	0.448211
evm.TU.supercontig_25.158	0.875476	1.20217	0.747853	0.756302	1.52602	0.822207	1.37918	0.979089
evm.TU.supercontig_25.159	50.7281	48.253	55.6791	42.6047	32.158	34.4081	32.9111	36.6742
evm.TU.supercontig_25.16	92.717	136.997	147.075	99.9329	90.9413	145.067	88.0919	136.849
evm.TU.supercontig_25.160	29.4244	25.4494	30.3282	22.0596	12.6893	18.3168	17.1536	16.1237
evm.TU.supercontig_25.161	24.3463	24.3305	25.9438	19.648	13.4116	14.817	15.6298	14.1181
evm.TU.supercontig_25.162	18.8039	23.3493	21.4401	20.4439	6.23924	16.8039	12.8325	14.0114
evm.TU.supercontig_25.163	17.181	22.8568	18.2466	23.3426	23.0217	23.6897	28.5173	27.2242
evm.TU.supercontig_25.164	17.421	35.324	13.3999	28.5226	16.4486	23.4841	16.1076	28.4452
evm.TU.supercontig_25.165	0	0.515609	0	0	1.94372	0	0	0
evm.TU.supercontig_25.166	0.776372	2.4041	2.1412	3.23466	4.39889	2.05644	1.98998	2.14702
evm.TU.supercontig_25.167	12.9278	11.7937	14.7991	14.0113	6.18008	7.55433	8.1492	8.99241
evm.TU.supercontig_25.168	0	0	0	0	0	0	0	0
evm.TU.supercontig_25.169	17.6181	23.4934	15.5349	21.2049	23.2524	18.9742	16.3811	22.4736
evm.TU.supercontig_25.17	6.96174	6.31621	10.8684	9.31511	5.85318	8.92624	7.13869	9.16529
evm.TU.supercontig_25.170	0.45346	0	0	0	0.431626	0	0	0
evm.TU.supercontig_25.171	1.3273	2.70102	2.99286	1.82846	0	8.43476	2.30859	3.12191
evm.TU.supercontig_25.172	19.2735	9.62377	17.1174	15.7363	15.6886	26.3306	14.7589	21.1363
evm.TU.supercontig_25.173	19.8255	23.897	21.6312	24.9491	22.4184	27.5012	22.184	23.0859
evm.TU.supercontig_25.174	228.615	315.473	182.512	291.871	300.226	341.654	268.302	317.194
evm.TU.supercontig_25.175	143.305	285.55	120.878	261.274	263.266	236.032	288.576	182.729
evm.TU.supercontig_25.176	140.36	162.642	142.423	154.507	199.15	193.337	191.747	175.782
evm.TU.supercontig_25.177	0	0	0	0	0	0	0	0
evm.TU.supercontig_25.178	73.5089	45.5256	92.6018	42.5101	44.6762	41.5512	51.7645	45.853
evm.TU.supercontig_25.179	10.0729	6.47052	11.5749	5.41285	11.0804	2.30591	3.75488	2.51745
evm.TU.supercontig_25.180	0.928572	0.100334	0.457528	0.13842	0.580095	0	0.327008	0.263755
evm.TU.supercontig_25.181	0.0886277	0.0568811	0	0	0.178313	0	0	0.0627906
evm.TU.supercontig_25.182	3.0646	1.79302	3.33593	1.63933	3.84064	0.465879	1.40782	0.865151
evm.TU.supercontig_25.183	2.56362	0	0.26602	0	0.204989	0	0.335442	0
evm.TU.supercontig_25.184	28.8077	7.20315	72.0278	11.4385	97.8296	4.29244	39.0615	2.976
evm.TU.supercontig_25.185	19.712	25.8748	18.304	25.1074	24.8372	30.7399	23.9712	27.9226
evm.TU.supercontig_25.186	35.1721	40.5607	41.0914	29.2029	25.9803	43.2209	28.0351	40.667
evm.TU.supercontig_25.187	10.7069	31.9917	19.7642	17.4606	8.25254	11.0203	6.82724	31.6253
evm.TU.supercontig_25.188	0	0.0262194	0	0	0	0.109028	0	0
evm.TU.supercontig_25.189	0.585179	0.769628	0.114844	0.296485	0.581636	0.5607	0.369249	0.74305
evm.TU.supercontig_25.19	37.9507	28.3464	37.0704	34.4793	48.0648	22.283	27.6551	16.5234
evm.TU.supercontig_25.190	89.0398	82.9974	58.1827	100.745	92.3708	71.3054	45.3638	81.9776
evm.TU.supercontig_25.191	42.2322	76.6897	69.5815	85.3163	92.7699	99.811	70.1993	101.752
evm.TU.supercontig_25.192	159.536	197.126	189.965	181.588	147.447	213.402	154.343	186.843
evm.TU.supercontig_25.193	211.553	75.3564	220.345	78.6953	114.415	61.5245	97.8259	66.0509
evm.TU.supercontig_25.194	25.8784	12.5632	17.94	23.4379	8.11475	19.0993	22.0958	17.8216
evm.TU.supercontig_25.195	34.7355	39.2341	41.555	38.6537	21.7391	32.9335	31.355	33.2685
evm.TU.supercontig_25.196	42.4907	46.0745	57.8114	42.9532	50.2996	50.4854	46.1341	56.3568
evm.TU.supercontig_25.197	3.32962	0.410557	9.40017	1.67137	5.96665	2.78708	2.61659	0.898941
